candidate_id,fold,row_type,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,bootstrap,criterion,train_accuracy,train_roc_auc,train_log_loss,train_brier,val_accuracy,val_roc_auc,val_log_loss,val_brier,val_f1,train_val_acc_gap,train_val_auc_gap,val_accuracy_mean,val_accuracy_std,val_roc_auc_mean,val_roc_auc_std,val_log_loss_mean,val_log_loss_std,val_brier_mean,val_brier_std,val_f1_mean,val_f1_std,train_accuracy_mean,train_roc_auc_mean,train_val_acc_gap_mean,train_val_auc_gap_mean
anchor_moderate_depth8,3.0,fold,500,8.0,10,10,sqrt,True,gini,0.6784185343742131,0.7513975883166933,0.6135612466856212,0.21187898598921873,0.6031746031746031,0.6363981097279852,0.6616893535709875,0.23463921504104152,0.6606334841628959,0.07524393119960993,0.11499947858870818,,,,,,,,,,,,,,
anchor_moderate_depth8,4.0,fold,500,8.0,10,10,sqrt,True,gini,0.6592368719304873,0.7352843910824927,0.6188368441578858,0.21452531043881284,0.6,0.6365306122448979,0.6593647246284904,0.23362862136473037,0.652230971128609,0.05923687193048732,0.09875377883759473,,,,,,,,,,,,,,
anchor_moderate_depth10,1.0,fold,500,10.0,20,20,sqrt,True,gini,0.671201814058957,0.7631544442399707,0.6159176713639991,0.21266684154657522,0.5833962264150944,0.6012697323266988,0.6769596611889415,0.24197493735443537,0.6234652114597544,0.08780558764386259,0.16188471191327192,,,,,,,,,,,,,,
anchor_moderate_depth10,2.0,fold,500,10.0,20,20,sqrt,True,gini,0.6782477341389728,0.7643181974583659,0.6102748835076884,0.21009586341644562,0.6061980347694633,0.6386225187038195,0.6583211939789697,0.23299425745999755,0.6614684860298895,0.07204969936950945,0.12569567875454646,,,,,,,,,,,,,,
anchor_moderate_depth10,3.0,fold,500,10.0,20,20,sqrt,True,gini,0.683706874842609,0.7642087293550288,0.6070635587288806,0.2087384782266294,0.5993953136810279,0.6347037805440295,0.6614245688463677,0.23454927744297444,0.6549479166666666,0.084311561161581,0.12950494881099928,,,,,,,,,,,,,,
anchor_moderate_depth10,4.0,fold,500,10.0,20,20,sqrt,True,gini,0.67434831885153,0.7546740415828701,0.6095780520699097,0.21008606342207414,0.6037735849056604,0.6355828433068142,0.6595829939139355,0.2337347300691245,0.6575342465753424,0.07057473394586966,0.11909119827605585,,,,,,,,,,,,,,
anchor_moderate_depth12,1.0,fold,300,12.0,10,10,sqrt,True,gini,0.7566137566137566,0.8667774659550975,0.5654898073732273,0.18879369859724435,0.5758490566037736,0.5917204301075268,0.6807427228749076,0.2437444646561684,0.6097222222222223,0.18076470000998301,0.2750570358475707,,,,,,,,,,,,,,
anchor_moderate_depth12,2.0,fold,300,12.0,10,10,sqrt,True,gini,0.7613293051359517,0.8591632449419645,0.5628513138469468,0.18764692344256156,0.600151171579743,0.6368876381071503,0.6583702555591551,0.23304817505706799,0.6553745928338762,0.1611781335562087,0.22227560683481418,,,,,,,,,,,,,,
anchor_moderate_depth12,3.0,fold,300,12.0,10,10,sqrt,True,gini,0.7557290355074289,0.8519940426136638,0.5623557121261944,0.18772594554214064,0.6054421768707483,0.6289764868603043,0.6638546583608491,0.2356645319229043,0.6561264822134387,0.15028685863668056,0.22301755575335958,,,,,,,,,,,,,,
anchor_moderate_depth12,4.0,fold,300,12.0,10,10,sqrt,True,gini,0.7385719682659615,0.837385082797349,0.5677626483027608,0.19045832118730974,0.6060377358490566,0.6349371613052001,0.6599956459625029,0.23391521595133194,0.6588235294117647,0.13253423241690487,0.20244792149214896,,,,,,,,,,,,,,
anchor_leaf10_unrestricted_depth,1.0,fold,300,,10,10,sqrt,True,gini,0.7747543461829176,0.8862819746043431,0.553791430035176,0.1832318128607934,0.580377358490566,0.5924593914436056,0.6809689445683001,0.24384340539142743,0.6128133704735376,0.19437698769235157,0.2938225831607375,,,,,,,,,,,,,,
anchor_leaf10_unrestricted_depth,2.0,fold,300,,10,10,sqrt,True,gini,0.7987160120845922,0.8925181791072166,0.5421751960302484,0.17792121083350182,0.6031746031746031,0.639125147661733,0.6582152601234115,0.23296826691263448,0.6570868713259308,0.19554140890998906,0.25339303144548364,,,,,,,,,,,,,,
anchor_leaf10_unrestricted_depth,3.0,fold,300,,10,10,sqrt,True,gini,0.8176781667086376,0.9024986619650992,0.5303904519389968,0.17269157067001153,0.5925925925925926,0.6269605809128631,0.6650438323263131,0.2362098614030958,0.6515837104072398,0.22508557411604502,0.2755380810522361,,,,,,,,,,,,,,
anchor_leaf10_unrestricted_depth,4.0,fold,300,,10,10,sqrt,True,gini,0.814129202871175,0.9025702931290406,0.5285140602525158,0.17190417704936048,0.6060377358490566,0.6387651331719129,0.6587672830014548,0.23329170950189332,0.65748031496063,0.20809146702211834,0.2638051599571277,,,,,,,,,,,,,,
anchor_leaf20_unrestricted_depth,1.0,fold,500,,20,20,sqrt,True,gini,0.6795162509448224,0.7727284228928966,0.6117468412350849,0.2106678901421376,0.5818867924528301,0.5977602379318234,0.6785335520010932,0.24270644841781847,0.6205479452054794,0.09762945849199223,0.17496818496107314,,,,,,,,,,,,,,
anchor_leaf20_unrestricted_depth,2.0,fold,500,,20,20,sqrt,True,gini,0.6941087613293051,0.7846415217690508,0.6003875954942045,0.2053772743403239,0.6099773242630385,0.6391043012994232,0.6582695120959577,0.232969602857365,0.6640625,0.08413143706626658,0.14553722046962758,,,,,,,,,,,,,,
anchor_leaf20_unrestricted_depth,3.0,fold,500,,20,20,sqrt,True,gini,0.7106522286577688,0.7980992236586041,0.5900868186254752,0.20067848756611611,0.5986394557823129,0.6340617796219455,0.6615920047215313,0.23460053019738433,0.6522593320235757,0.11201277287545586,0.16403744403665854,,,,,,,,,,,,,,
anchor_leaf20_unrestricted_depth,4.0,fold,500,,20,20,sqrt,True,gini,0.7155270117113713,0.7979714185555995,0.5883152229734903,0.19998975686593992,0.5954716981132075,0.6354652369422346,0.6594564121284331,0.2336783470674352,0.6492146596858639,0.1200553135981638,0.16250618161336494,,,,,,,,,,,,,,
anchor_leaf40_strong_regularization,1.0,fold,300,,40,40,sqrt,True,gini,0.6432350718065004,0.6952601674641149,0.644441098966094,0.2262957930234364,0.5879245283018868,0.6062708762296958,0.6749294511761261,0.24098801086300378,0.6239669421487604,0.05531054350461362,0.08898929123441912,,,,,,,,,,,,,,
anchor_leaf40_strong_regularization,2.0,fold,300,,40,40,sqrt,True,gini,0.6469033232628398,0.7118826558700739,0.6343493923281287,0.22151382084650773,0.6084656084656085,0.6363085724874342,0.6599651530496776,0.23379628079228112,0.6627604166666666,0.03843771479723135,0.07557408338263971,,,,,,,,,,,,,,
