stage,round,best_of,team_a,team_b,times_matchup_occurred,fraction_of_simulations,model_probability_team_a,team_a_win_count,team_b_win_count
playoffs,1,3,Gaimin Gladiators,GamerLegion,1,2e-05,0.2788647349773437,1,0
playoffs,1,3,Gaimin Gladiators,Legacy,6,0.00012,0.25119668658318106,2,4
playoffs,1,3,Gaimin Gladiators,MIBR,1,2e-05,0.3502288086153095,1,0
playoffs,1,3,Gaimin Gladiators,MOUZ,11,0.00022,0.22111199001801787,4,7
playoffs,1,3,Gaimin Gladiators,Natus Vincere,13,0.00026,0.21719848666891797,3,10
playoffs,1,3,Gaimin Gladiators,PARIVISION,15,0.0003,0.31820179144541355,3,12
playoffs,1,3,Gaimin Gladiators,Sinners Esports,1,2e-05,0.3537408969914699,0,1
playoffs,1,3,Gaimin Gladiators,TYLOO,1,2e-05,0.40992780152735214,0,1
playoffs,1,3,Gaimin Gladiators,Team Falcons,8,0.00016,0.26608217800485845,0,8
playoffs,1,3,Gaimin Gladiators,Team Spirit,10,0.0002,0.17726125595741854,2,8
playoffs,1,3,Gaimin Gladiators,Team Vitality,14,0.00028,0.2024914121325497,2,12
playoffs,1,3,Gaimin Gladiators,The Mongolz,8,0.00016,0.24909245757760098,1,7
playoffs,1,3,Gaimin Gladiators,paiN Gaming,2,4e-05,0.3318010317045673,2,0
playoffs,1,3,GamerLegion,9z Team,42,0.00084,0.5918129572206894,25,17
playoffs,1,3,GamerLegion,Astralis,96,0.00192,0.5413355144188146,43,53
playoffs,1,3,GamerLegion,Aurora Gaming,218,0.00436,0.5163114528155488,119,99
playoffs,1,3,GamerLegion,B8 Esports,63,0.00126,0.5514844569667672,25,38
playoffs,1,3,GamerLegion,BIG,68,0.00136,0.5113600438499174,31,37
playoffs,1,3,GamerLegion,BetBoom Team,93,0.00186,0.5074024171788432,46,47
playoffs,1,3,GamerLegion,FURIA Esports,271,0.00542,0.44371023867507386,133,138
playoffs,1,3,GamerLegion,FUT Esports,104,0.00208,0.5365512618613618,49,55
playoffs,1,3,GamerLegion,FlyQuest,26,0.00052,0.6188027078607136,17,9
playoffs,1,3,GamerLegion,G2 Esports,123,0.00246,0.44912195297239993,46,77
playoffs,1,3,GamerLegion,Gaimin Gladiators,2,4e-05,0.7132044215590133,2,0
playoffs,1,3,GamerLegion,Heroic,27,0.00054,0.6451443973129916,19,8
playoffs,1,3,GamerLegion,Legacy,126,0.00252,0.504559162754904,65,61
playoffs,1,3,GamerLegion,Lynn Vision Gaming,6,0.00012,0.6755518733383623,4,2
playoffs,1,3,GamerLegion,M80,26,0.00052,0.6213564960141024,11,15
playoffs,1,3,GamerLegion,MIBR,28,0.00056,0.6071809278866067,19,9
playoffs,1,3,GamerLegion,MOUZ,295,0.0059,0.3774923730922336,128,167
playoffs,1,3,GamerLegion,Monte,59,0.00118,0.58845295874962,45,14
playoffs,1,3,GamerLegion,NRG Esports,1,2e-05,0.7550885577803079,1,0
playoffs,1,3,GamerLegion,Natus Vincere,279,0.00558,0.30218437319157854,89,190
playoffs,1,3,GamerLegion,PARIVISION,167,0.00334,0.5445116209536753,91,76
playoffs,1,3,GamerLegion,Sharks Esports,9,0.00018,0.6635746482085159,7,2
playoffs,1,3,GamerLegion,Sinners Esports,46,0.00092,0.5601047039114481,27,19
playoffs,1,3,GamerLegion,THUNDERdOWNUNDER,1,2e-05,0.7105612723529697,1,0
playoffs,1,3,GamerLegion,TYLOO,11,0.00022,0.6381674378197185,6,5
playoffs,1,3,GamerLegion,Team Falcons,295,0.0059,0.3550100107285972,91,204
playoffs,1,3,GamerLegion,Team Liquid,7,0.00014,0.636511499557497,2,5
playoffs,1,3,GamerLegion,Team Spirit,313,0.00626,0.2242542802950644,75,238
playoffs,1,3,GamerLegion,Team Vitality,295,0.0059,0.2586428299626536,70,225
playoffs,1,3,GamerLegion,The Mongolz,247,0.00494,0.4612933274593248,119,128
playoffs,1,3,GamerLegion,paiN Gaming,49,0.00098,0.5735440733241949,29,20
playoffs,1,3,Heroic,9z Team,11,0.00022,0.49693443682508,6,5
playoffs,1,3,Heroic,Astralis,21,0.00042,0.39871966197604686,5,16
playoffs,1,3,Heroic,Aurora Gaming,55,0.0011,0.3730681256605854,21,34
playoffs,1,3,Heroic,B8 Esports,17,0.00034,0.4416986504216143,8,9
playoffs,1,3,Heroic,BIG,20,0.0004,0.3429956241114846,6,14
playoffs,1,3,Heroic,BetBoom Team,29,0.00058,0.32342978787181875,12,17
playoffs,1,3,Heroic,FURIA Esports,64,0.00128,0.3640420002803348,17,47
playoffs,1,3,Heroic,FUT Esports,27,0.00054,0.4347342282128144,13,14
playoffs,1,3,Heroic,FlyQuest,6,0.00012,0.47048760621567776,3,3
playoffs,1,3,Heroic,G2 Esports,33,0.00066,0.41912058041123246,16,17
playoffs,1,3,Heroic,GamerLegion,22,0.00044,0.35455738889654803,6,16
playoffs,1,3,Heroic,Legacy,35,0.0007,0.4017842407136096,17,18
playoffs,1,3,Heroic,Lynn Vision Gaming,1,2e-05,0.5830943079717232,1,0
playoffs,1,3,Heroic,M80,6,0.00012,0.5073432192077503,3,3
playoffs,1,3,Heroic,MIBR,6,0.00012,0.47920369272511854,2,4
playoffs,1,3,Heroic,MOUZ,78,0.00156,0.268116549905198,19,59
playoffs,1,3,Heroic,Monte,21,0.00042,0.46162974012412517,10,11
playoffs,1,3,Heroic,Natus Vincere,71,0.00142,0.2509701511639076,18,53
playoffs,1,3,Heroic,PARIVISION,66,0.00132,0.45513224616985637,22,44
playoffs,1,3,Heroic,Sharks Esports,3,6e-05,0.5906433902070619,1,2
playoffs,1,3,Heroic,Sinners Esports,13,0.00026,0.44437621586084647,8,5
playoffs,1,3,Heroic,TYLOO,1,2e-05,0.5502987048414726,0,1
playoffs,1,3,Heroic,Team Falcons,71,0.00142,0.3357573398993779,23,48
playoffs,1,3,Heroic,Team Liquid,1,2e-05,0.5976732455175581,1,0
playoffs,1,3,Heroic,Team Spirit,79,0.00158,0.19645394230576432,17,62
playoffs,1,3,Heroic,Team Vitality,94,0.00188,0.20259878766173867,18,76
playoffs,1,3,Heroic,The Mongolz,76,0.00152,0.3484004919562329,26,50
playoffs,1,3,Heroic,paiN Gaming,11,0.00022,0.48191074165119374,3,8
playoffs,1,3,Legacy,9z Team,82,0.00164,0.6403566327957244,48,34
playoffs,1,3,Legacy,Astralis,156,0.00312,0.5542473443154997,98,58
playoffs,1,3,Legacy,Aurora Gaming,353,0.00706,0.5343620228585075,200,153
playoffs,1,3,Legacy,B8 Esports,73,0.00146,0.5619583390508335,47,26
playoffs,1,3,Legacy,BIG,139,0.00278,0.5406820154222803,81,58
playoffs,1,3,Legacy,BetBoom Team,188,0.00376,0.4669870891100853,78,110
playoffs,1,3,Legacy,FURIA Esports,428,0.00856,0.4660285005588517,192,236
playoffs,1,3,Legacy,FUT Esports,187,0.00374,0.5494964375286853,102,85
playoffs,1,3,Legacy,FlyQuest,29,0.00058,0.6207340296080491,19,10
playoffs,1,3,Legacy,G2 Esports,245,0.0049,0.4669886789523282,121,124
playoffs,1,3,Legacy,Gaimin Gladiators,6,0.00012,0.7303935275243001,1,5
playoffs,1,3,Legacy,GamerLegion,158,0.00316,0.49940024061285165,88,70
playoffs,1,3,Legacy,Heroic,51,0.00102,0.5952571986533582,31,20
playoffs,1,3,Legacy,Lynn Vision Gaming,17,0.00034,0.7336285676820565,12,5
playoffs,1,3,Legacy,M80,30,0.0006,0.6461487449933881,23,7
playoffs,1,3,Legacy,MIBR,47,0.00094,0.6590185871919614,28,19
playoffs,1,3,Legacy,MOUZ,484,0.00968,0.39307849433625836,186,298
playoffs,1,3,Legacy,Monte,105,0.0021,0.5854246298959612,60,45
playoffs,1,3,Legacy,NRG Esports,3,6e-05,0.7941855989719984,2,1
playoffs,1,3,Legacy,Natus Vincere,540,0.0108,0.3990100909077151,189,351
playoffs,1,3,Legacy,PARIVISION,288,0.00576,0.5500162717923358,157,131
playoffs,1,3,Legacy,Sharks Esports,20,0.0004,0.7011533435175289,10,10
playoffs,1,3,Legacy,Sinners Esports,65,0.0013,0.5517093752086443,36,29
playoffs,1,3,Legacy,THUNDERdOWNUNDER,1,2e-05,0.7101708419692828,1,0
playoffs,1,3,Legacy,TYLOO,32,0.00064,0.686233732663694,22,10
playoffs,1,3,Legacy,Team Falcons,525,0.0105,0.36069265328743233,188,337
playoffs,1,3,Legacy,Team Liquid,13,0.00026,0.679564910965136,7,6
playoffs,1,3,Legacy,Team Spirit,486,0.00972,0.27525258092079313,131,355
playoffs,1,3,Legacy,Team Vitality,480,0.0096,0.29093140270186063,128,352
playoffs,1,3,Legacy,The Mongolz,428,0.00856,0.4646826225655204,185,243
playoffs,1,3,Legacy,paiN Gaming,104,0.00208,0.6208959028917678,62,42
playoffs,1,3,Lynn Vision Gaming,9z Team,2,4e-05,0.4266865317819967,0,2
playoffs,1,3,Lynn Vision Gaming,Astralis,8,0.00016,0.3563771263861681,2,6
playoffs,1,3,Lynn Vision Gaming,Aurora Gaming,11,0.00022,0.34190456865962,5,6
playoffs,1,3,Lynn Vision Gaming,B8 Esports,2,4e-05,0.3666758389692838,0,2
playoffs,1,3,Lynn Vision Gaming,BIG,5,0.0001,0.3421506685943709,3,2
playoffs,1,3,Lynn Vision Gaming,BetBoom Team,10,0.0002,0.2847047927143705,4,6
playoffs,1,3,Lynn Vision Gaming,FURIA Esports,15,0.0003,0.32242145707908326,2,13
playoffs,1,3,Lynn Vision Gaming,FUT Esports,10,0.0002,0.3319756436988227,2,8
playoffs,1,3,Lynn Vision Gaming,FlyQuest,4,8e-05,0.3971778524307534,1,3
playoffs,1,3,Lynn Vision Gaming,G2 Esports,14,0.00028,0.3251831642743425,5,9
playoffs,1,3,Lynn Vision Gaming,GamerLegion,2,4e-05,0.31691078290041363,0,2
playoffs,1,3,Lynn Vision Gaming,Heroic,1,2e-05,0.4106830976476824,0,1
playoffs,1,3,Lynn Vision Gaming,Legacy,11,0.00022,0.24942524591839563,3,8
playoffs,1,3,Lynn Vision Gaming,M80,1,2e-05,0.4292442935402327,0,1
playoffs,1,3,Lynn Vision Gaming,MIBR,1,2e-05,0.36206182653731567,0,1
playoffs,1,3,Lynn Vision Gaming,MOUZ,23,0.00046,0.23618374332536296,4,19
playoffs,1,3,Lynn Vision Gaming,Monte,3,6e-05,0.4263266210465871,1,2
playoffs,1,3,Lynn Vision Gaming,NRG Esports,1,2e-05,0.5716602949709032,1,0
playoffs,1,3,Lynn Vision Gaming,Natus Vincere,32,0.00064,0.24929435345192005,6,26
playoffs,1,3,Lynn Vision Gaming,PARIVISION,16,0.00032,0.32249634774041974,7,9
playoffs,1,3,Lynn Vision Gaming,Sharks Esports,1,2e-05,0.5240344639893523,0,1
playoffs,1,3,Lynn Vision Gaming,Sinners Esports,2,4e-05,0.3712821944694477,1,1
playoffs,1,3,Lynn Vision Gaming,TYLOO,1,2e-05,0.428815674788076,0,1
playoffs,1,3,Lynn Vision Gaming,Team Falcons,28,0.00056,0.24211298672699816,6,22
playoffs,1,3,Lynn Vision Gaming,Team Spirit,15,0.0003,0.18402079478890776,6,9
playoffs,1,3,Lynn Vision Gaming,Team Vitality,18,0.00036,0.21803203393550882,3,15
playoffs,1,3,Lynn Vision Gaming,The Mongolz,19,0.00038,0.26185055241805927,5,14
playoffs,1,3,Lynn Vision Gaming,paiN Gaming,5,0.0001,0.35588547606654397,1,4
playoffs,1,3,M80,9z Team,13,0.00026,0.45531962297420736,6,7
playoffs,1,3,M80,Astralis,17,0.00034,0.418197479512704,6,11
playoffs,1,3,M80,Aurora Gaming,37,0.00074,0.39922719046437255,13,24
playoffs,1,3,M80,B8 Esports,4,8e-05,0.3963544591785226,1,3
playoffs,1,3,M80,BIG,11,0.00022,0.3505481058799267,7,4
playoffs,1,3,M80,BetBoom Team,11,0.00022,0.33179989512870134,5,6
playoffs,1,3,M80,FURIA Esports,41,0.00082,0.3404462572503422,15,26
playoffs,1,3,M80,FUT Esports,21,0.00042,0.3600518935241535,5,16
playoffs,1,3,M80,FlyQuest,4,8e-05,0.45528095696286625,0,4
playoffs,1,3,M80,G2 Esports,14,0.00028,0.3273935003678732,9,5
playoffs,1,3,M80,GamerLegion,9,0.00018,0.37257613573773896,3,6
playoffs,1,3,M80,Heroic,2,4e-05,0.48969275731417655,2,0
playoffs,1,3,M80,Legacy,21,0.00042,0.3380428364029947,11,10
playoffs,1,3,M80,Lynn Vision Gaming,2,4e-05,0.5724556357801844,1,1
playoffs,1,3,M80,MIBR,3,6e-05,0.4445162165594013,0,3
playoffs,1,3,M80,MOUZ,43,0.00086,0.23354933309780188,12,31
playoffs,1,3,M80,Monte,13,0.00026,0.4497607747433176,5,8
playoffs,1,3,M80,Natus Vincere,34,0.00068,0.2144600533287803,5,29
playoffs,1,3,M80,PARIVISION,31,0.00062,0.37878948811608704,10,21
playoffs,1,3,M80,Sharks Esports,1,2e-05,0.6089938053421922,1,0
playoffs,1,3,M80,Sinners Esports,3,6e-05,0.4303169982822962,0,3
playoffs,1,3,M80,THUNDERdOWNUNDER,1,2e-05,0.7170695686994999,1,0
playoffs,1,3,M80,Team Falcons,44,0.00088,0.25445015706368157,11,33
playoffs,1,3,M80,Team Spirit,48,0.00096,0.17271789735218726,12,36
playoffs,1,3,M80,Team Vitality,44,0.00088,0.19302858506093024,9,35
playoffs,1,3,M80,The Mongolz,34,0.00068,0.26644894661128615,11,23
playoffs,1,3,M80,paiN Gaming,6,0.00012,0.4145162758189761,3,3
playoffs,1,3,MIBR,9z Team,9,0.00018,0.47533318887039827,5,4
playoffs,1,3,MIBR,Astralis,32,0.00064,0.39346866900213573,17,15
playoffs,1,3,MIBR,Aurora Gaming,69,0.00138,0.401210440337247,29,40
playoffs,1,3,MIBR,B8 Esports,13,0.00026,0.43138745506964804,8,5
playoffs,1,3,MIBR,BIG,21,0.00042,0.4184996093547403,14,7
playoffs,1,3,MIBR,BetBoom Team,29,0.00058,0.3754080969658175,7,22
playoffs,1,3,MIBR,FURIA Esports,57,0.00114,0.3646265065588189,17,40
playoffs,1,3,MIBR,FUT Esports,33,0.00066,0.4557535698786392,15,18
playoffs,1,3,MIBR,FlyQuest,7,0.00014,0.4609987878664248,5,2
playoffs,1,3,MIBR,G2 Esports,47,0.00094,0.3655079594965351,16,31
playoffs,1,3,MIBR,Gaimin Gladiators,2,4e-05,0.6482175753001884,1,1
playoffs,1,3,MIBR,GamerLegion,20,0.0004,0.4107225258358798,10,10
playoffs,1,3,MIBR,Heroic,3,6e-05,0.5244651763456493,2,1
playoffs,1,3,MIBR,Legacy,37,0.00074,0.33978039773398344,16,21
playoffs,1,3,MIBR,Lynn Vision Gaming,1,2e-05,0.6341873305578762,1,0
playoffs,1,3,MIBR,M80,2,4e-05,0.5521322244984872,2,0
playoffs,1,3,MIBR,MOUZ,91,0.00182,0.2786509848688312,22,69
playoffs,1,3,MIBR,Monte,18,0.00036,0.441488528908454,6,12
playoffs,1,3,MIBR,NRG Esports,1,2e-05,0.6978967460007627,1,0
playoffs,1,3,MIBR,Natus Vincere,93,0.00186,0.3160078044413076,28,65
playoffs,1,3,MIBR,PARIVISION,41,0.00082,0.4116265688308575,19,22
playoffs,1,3,MIBR,Sharks Esports,1,2e-05,0.5838583467164048,1,0
playoffs,1,3,MIBR,Sinners Esports,11,0.00022,0.4284009382045002,7,4
playoffs,1,3,MIBR,THUNDERdOWNUNDER,1,2e-05,0.7010945022440487,0,1
playoffs,1,3,MIBR,TYLOO,9,0.00018,0.5881386872740895,4,5
playoffs,1,3,MIBR,Team Falcons,77,0.00154,0.31004188139141986,27,50
playoffs,1,3,MIBR,Team Liquid,4,8e-05,0.615301189399255,3,1
playoffs,1,3,MIBR,Team Spirit,84,0.00168,0.20011066717717851,13,71
playoffs,1,3,MIBR,Team Vitality,91,0.00182,0.23937162755560004,22,69
playoffs,1,3,MIBR,The Mongolz,66,0.00132,0.3516456964846889,18,48
playoffs,1,3,MIBR,paiN Gaming,20,0.0004,0.4767354390125876,10,10
playoffs,1,3,MOUZ,9z Team,310,0.0062,0.7286477551236599,231,79
playoffs,1,3,MOUZ,Astralis,559,0.01118,0.6411093068280432,351,208
playoffs,1,3,MOUZ,Aurora Gaming,1200,0.024,0.6254317011799554,708,492
playoffs,1,3,MOUZ,B8 Esports,289,0.00578,0.7090308721085867,221,68
playoffs,1,3,MOUZ,BIG,416,0.00832,0.6260386041499311,272,144
playoffs,1,3,MOUZ,BetBoom Team,643,0.01286,0.5582501241702157,339,304
playoffs,1,3,MOUZ,FURIA Esports,1311,0.02622,0.5985220874033496,771,540
playoffs,1,3,MOUZ,FUT Esports,592,0.01184,0.6426169598720315,368,224
playoffs,1,3,MOUZ,FlyQuest,145,0.0029,0.7315008887055637,106,39
playoffs,1,3,MOUZ,G2 Esports,814,0.01628,0.5918158767447191,481,333
playoffs,1,3,MOUZ,Gaimin Gladiators,26,0.00052,0.7841384697051951,15,11
playoffs,1,3,MOUZ,GamerLegion,490,0.0098,0.6325911739474247,308,182
playoffs,1,3,MOUZ,Heroic,150,0.003,0.722167822586357,112,38
playoffs,1,3,MOUZ,Legacy,792,0.01584,0.6208084438696028,501,291
playoffs,1,3,MOUZ,Lynn Vision Gaming,44,0.00088,0.7611579422703441,32,12
playoffs,1,3,MOUZ,M80,80,0.0016,0.7686033139214586,60,20
playoffs,1,3,MOUZ,MIBR,156,0.00312,0.7383499012842722,122,34
playoffs,1,3,MOUZ,Monte,373,0.00746,0.7119127799001077,260,113
playoffs,1,3,MOUZ,NRG Esports,13,0.00026,0.8013223396813546,9,4
playoffs,1,3,MOUZ,Natus Vincere,1593,0.03186,0.4153833597580347,670,923
playoffs,1,3,MOUZ,PARIVISION,1001,0.02002,0.6979062990768676,713,288
playoffs,1,3,MOUZ,Sharks Esports,53,0.00106,0.739419329182843,40,13
playoffs,1,3,MOUZ,Sinners Esports,232,0.00464,0.6890231981044252,160,72
playoffs,1,3,MOUZ,THUNDERdOWNUNDER,6,0.00012,0.7477198484527879,4,2
playoffs,1,3,MOUZ,TYLOO,91,0.00182,0.756930691454831,64,27
playoffs,1,3,MOUZ,Team Falcons,1535,0.0307,0.4669265990086632,712,823
playoffs,1,3,MOUZ,Team Liquid,66,0.00132,0.7387491783640484,52,14
playoffs,1,3,MOUZ,Team Spirit,1562,0.03124,0.36543171234851307,565,997
playoffs,1,3,MOUZ,Team Vitality,1561,0.03122,0.3097670463373507,492,1069
playoffs,1,3,MOUZ,The Mongolz,1323,0.02646,0.5914234553371155,785,538
playoffs,1,3,MOUZ,paiN Gaming,366,0.00732,0.7385076014262104,265,101
playoffs,1,3,Monte,9z Team,27,0.00054,0.5148373426261286,12,15
playoffs,1,3,Monte,Astralis,55,0.0011,0.41169543400688385,17,38
playoffs,1,3,Monte,Aurora Gaming,136,0.00272,0.3704668235996834,49,87
playoffs,1,3,Monte,B8 Esports,24,0.00048,0.44922724016062177,11,13
playoffs,1,3,Monte,BIG,48,0.00096,0.3701772919272846,16,32
playoffs,1,3,Monte,BetBoom Team,76,0.00152,0.3267695852791147,27,49
playoffs,1,3,Monte,FURIA Esports,144,0.00288,0.36831633250308227,59,85
playoffs,1,3,Monte,FUT Esports,66,0.00132,0.43452386937293075,28,38
playoffs,1,3,Monte,FlyQuest,18,0.00036,0.5089288102814767,14,4
playoffs,1,3,Monte,G2 Esports,84,0.00168,0.3902162206150805,30,54
playoffs,1,3,Monte,Gaimin Gladiators,3,6e-05,0.6306522903543078,3,0
playoffs,1,3,Monte,GamerLegion,63,0.00126,0.41716149175215167,30,33
playoffs,1,3,Monte,Heroic,19,0.00038,0.5470994205358253,8,11
playoffs,1,3,Monte,Legacy,94,0.00188,0.42070226522433646,52,42
playoffs,1,3,Monte,Lynn Vision Gaming,2,4e-05,0.566654012905127,0,2
playoffs,1,3,Monte,M80,7,0.00014,0.5504619309651536,6,1
playoffs,1,3,Monte,MIBR,16,0.00032,0.5379494468292748,13,3
playoffs,1,3,Monte,MOUZ,186,0.00372,0.2884546084204734,51,135
playoffs,1,3,Monte,NRG Esports,5,0.0001,0.6522059269535878,3,2
playoffs,1,3,Monte,Natus Vincere,204,0.00408,0.32644635359749025,61,143
playoffs,1,3,Monte,PARIVISION,111,0.00222,0.4344518049862301,48,63
playoffs,1,3,Monte,Sharks Esports,1,2e-05,0.584549537650088,0,1
playoffs,1,3,Monte,Sinners Esports,33,0.00066,0.4213713401704409,13,20
playoffs,1,3,Monte,THUNDERdOWNUNDER,2,4e-05,0.6981045069886003,2,0
playoffs,1,3,Monte,TYLOO,7,0.00014,0.5721489740702599,4,3
playoffs,1,3,Monte,Team Falcons,182,0.00364,0.36908310261996297,62,120
playoffs,1,3,Monte,Team Liquid,6,0.00012,0.5934862419603179,4,2
playoffs,1,3,Monte,Team Spirit,207,0.00414,0.2289568248834536,45,162
playoffs,1,3,Monte,Team Vitality,213,0.00426,0.27086062070592815,59,154
playoffs,1,3,Monte,The Mongolz,174,0.00348,0.3582656498313181,63,111
playoffs,1,3,Monte,paiN Gaming,37,0.00074,0.47457165376074234,15,22
playoffs,1,3,NRG Esports,9z Team,1,2e-05,0.3572948818095325,0,1
playoffs,1,3,NRG Esports,Astralis,1,2e-05,0.26535486991939716,0,1
playoffs,1,3,NRG Esports,Aurora Gaming,6,0.00012,0.23370567864227132,1,5
playoffs,1,3,NRG Esports,BIG,1,2e-05,0.2142021495576709,1,0
playoffs,1,3,NRG Esports,BetBoom Team,4,8e-05,0.1925450909704793,1,3
playoffs,1,3,NRG Esports,FURIA Esports,5,0.0001,0.2072676055892412,2,3
playoffs,1,3,NRG Esports,FUT Esports,1,2e-05,0.24655866017905978,1,0
playoffs,1,3,NRG Esports,G2 Esports,2,4e-05,0.23683078617427408,0,2
playoffs,1,3,NRG Esports,GamerLegion,1,2e-05,0.22740699228251215,0,1
playoffs,1,3,NRG Esports,Heroic,1,2e-05,0.38503428818724694,1,0
playoffs,1,3,NRG Esports,Legacy,1,2e-05,0.2054777379058121,0,1
playoffs,1,3,NRG Esports,MIBR,1,2e-05,0.3023161681727349,0,1
playoffs,1,3,NRG Esports,MOUZ,8,0.00016,0.18750707021200094,2,6
playoffs,1,3,NRG Esports,Natus Vincere,6,0.00012,0.16065176659992025,1,5
playoffs,1,3,NRG Esports,PARIVISION,1,2e-05,0.2451969768602936,0,1
playoffs,1,3,NRG Esports,Team Falcons,1,2e-05,0.2158720813799171,0,1
playoffs,1,3,NRG Esports,Team Spirit,6,0.00012,0.15679839371451412,2,4
playoffs,1,3,NRG Esports,Team Vitality,3,6e-05,0.1677989367532428,0,3
playoffs,1,3,NRG Esports,The Mongolz,1,2e-05,0.19740388208156695,0,1
playoffs,1,3,NRG Esports,paiN Gaming,2,4e-05,0.31919442342793647,0,2
playoffs,1,3,Natus Vincere,9z Team,336,0.00672,0.7368111637057868,234,102
playoffs,1,3,Natus Vincere,Astralis,727,0.01454,0.7211243335279258,533,194
playoffs,1,3,Natus Vincere,Aurora Gaming,1503,0.03006,0.6461225139121805,978,525
playoffs,1,3,Natus Vincere,B8 Esports,340,0.0068,0.6498830710312413,219,121
playoffs,1,3,Natus Vincere,BIG,507,0.01014,0.6995327367485239,358,149
playoffs,1,3,Natus Vincere,BetBoom Team,775,0.0155,0.5953889076596587,475,300
playoffs,1,3,Natus Vincere,FURIA Esports,1816,0.03632,0.6541053902080886,1202,614
playoffs,1,3,Natus Vincere,FUT Esports,716,0.01432,0.6831485819099182,487,229
playoffs,1,3,Natus Vincere,FlyQuest,163,0.00326,0.7388136081377736,125,38
playoffs,1,3,Natus Vincere,G2 Esports,963,0.01926,0.6465553174183492,617,346
playoffs,1,3,Natus Vincere,Gaimin Gladiators,27,0.00054,0.7879463367470655,21,6
playoffs,1,3,Natus Vincere,GamerLegion,599,0.01198,0.6952875940597457,403,196
playoffs,1,3,Natus Vincere,Heroic,191,0.00382,0.7235252440240509,146,45
playoffs,1,3,Natus Vincere,Legacy,910,0.0182,0.6242960722623978,566,344
playoffs,1,3,Natus Vincere,Lynn Vision Gaming,52,0.00104,0.7491231733460522,38,14
playoffs,1,3,Natus Vincere,M80,108,0.00216,0.7534564961970989,76,32
playoffs,1,3,Natus Vincere,MIBR,184,0.00368,0.7054412991515355,122,62
playoffs,1,3,Natus Vincere,MOUZ,1971,0.03942,0.5946835982871362,1187,784
playoffs,1,3,Natus Vincere,Monte,376,0.00752,0.6866900017475851,262,114
playoffs,1,3,Natus Vincere,NRG Esports,20,0.0004,0.8115835082105259,17,3
playoffs,1,3,Natus Vincere,PARIVISION,1315,0.0263,0.6749724005696122,902,413
playoffs,1,3,Natus Vincere,Sharks Esports,58,0.00116,0.7516079932650082,46,12
playoffs,1,3,Natus Vincere,Sinners Esports,277,0.00554,0.7232808247958674,192,85
playoffs,1,3,Natus Vincere,THUNDERdOWNUNDER,12,0.00024,0.7605522268568725,10,2
playoffs,1,3,Natus Vincere,TYLOO,83,0.00166,0.7570626363607781,64,19
playoffs,1,3,Natus Vincere,Team Falcons,1933,0.03866,0.5018598505493441,963,970
playoffs,1,3,Natus Vincere,Team Liquid,55,0.0011,0.7390148293881887,39,16
playoffs,1,3,Natus Vincere,Team Spirit,1778,0.03556,0.40798919835489356,729,1049
playoffs,1,3,Natus Vincere,Team Vitality,1478,0.02956,0.3348445976421093,520,958
playoffs,1,3,Natus Vincere,The Mongolz,1759,0.03518,0.6440101051067322,1117,642
playoffs,1,3,Natus Vincere,paiN Gaming,464,0.00928,0.7425881322449122,345,119
playoffs,1,3,PARIVISION,9z Team,109,0.00218,0.573871316964479,64,45
playoffs,1,3,PARIVISION,Astralis,222,0.00444,0.437181460752499,94,128
playoffs,1,3,PARIVISION,Aurora Gaming,479,0.00958,0.4465563230667175,211,268
playoffs,1,3,PARIVISION,B8 Esports,109,0.00218,0.5344074002598042,56,53
playoffs,1,3,PARIVISION,BIG,166,0.00332,0.4344827936572572,69,97
playoffs,1,3,PARIVISION,BetBoom Team,273,0.00546,0.4195617792303655,98,175
playoffs,1,3,PARIVISION,FURIA Esports,589,0.01178,0.423564681664309,242,347
playoffs,1,3,PARIVISION,FUT Esports,235,0.0047,0.4580446655555634,95,140
playoffs,1,3,PARIVISION,FlyQuest,52,0.00104,0.5759300667570346,30,22
playoffs,1,3,PARIVISION,G2 Esports,350,0.007,0.4557719739961692,171,179
playoffs,1,3,PARIVISION,Gaimin Gladiators,12,0.00024,0.6764860114906133,7,5
playoffs,1,3,PARIVISION,GamerLegion,201,0.00402,0.4501639278927172,81,120
playoffs,1,3,PARIVISION,Heroic,73,0.00146,0.5642704248841294,45,28
playoffs,1,3,PARIVISION,Legacy,320,0.0064,0.4578603149339046,162,158
playoffs,1,3,PARIVISION,Lynn Vision Gaming,9,0.00018,0.6658552842266797,6,3
playoffs,1,3,PARIVISION,M80,33,0.00066,0.6238121644649909,18,15
playoffs,1,3,PARIVISION,MIBR,66,0.00132,0.5975036567598173,40,26
playoffs,1,3,PARIVISION,MOUZ,744,0.01488,0.31287633179428875,232,512
playoffs,1,3,PARIVISION,Monte,151,0.00302,0.5666534011340871,78,73
playoffs,1,3,PARIVISION,NRG Esports,4,8e-05,0.7656089828247091,3,1
playoffs,1,3,PARIVISION,Natus Vincere,702,0.01404,0.30124162353422734,202,500
playoffs,1,3,PARIVISION,Sharks Esports,20,0.0004,0.6388516597184313,13,7
playoffs,1,3,PARIVISION,Sinners Esports,96,0.00192,0.5562189942294454,52,44
playoffs,1,3,PARIVISION,THUNDERdOWNUNDER,4,8e-05,0.7144770613508041,2,2
playoffs,1,3,PARIVISION,TYLOO,30,0.0006,0.6357463942927019,22,8
playoffs,1,3,PARIVISION,Team Falcons,679,0.01358,0.32483981455974115,237,442
